"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.step","Input.corresponding_goal","Input.gold_goal","Input.retrieved_goal_1","Input.retrieved_goal_2","Input.retrieved_goal_3","Input.retrieved_goal_4","Input.retrieved_goal_5","Input.retrieved_goal_6","Input.retrieved_goal_7","Input.retrieved_goal_8","Input.retrieved_goal_9","Input.retrieved_goal_10","Input.retrieved_goal_similarity_1","Input.retrieved_goal_similarity_2","Input.retrieved_goal_similarity_3","Input.retrieved_goal_similarity_4","Input.retrieved_goal_similarity_5","Input.retrieved_goal_similarity_6","Input.retrieved_goal_similarity_7","Input.retrieved_goal_similarity_8","Input.retrieved_goal_similarity_9","Input.retrieved_goal_similarity_10","Input.retrieved_goal_rank","Input.corresponding_goal_url","Input.gold_goal_url","Input.retrieved_goal_url_1","Input.retrieved_goal_url_2","Input.retrieved_goal_url_3","Input.retrieved_goal_url_4","Input.retrieved_goal_url_5","Input.retrieved_goal_url_6","Input.retrieved_goal_url_7","Input.retrieved_goal_url_8","Input.retrieved_goal_url_9","Input.retrieved_goal_url_10","Answer.word1","Answer.word10","Answer.word2","Answer.word3","Answer.word4","Answer.word5","Answer.word6","Answer.word7","Answer.word8","Answer.word9","Answer.wordGold","Approve","Reject"
"32W3UF2EZQJ6MWYAK9OUHPYQYT5C4Y","3SICSBU6Z1KR7OXV05TF920BWER0PJ","WikiHow Relevance","You will be given a scenario where you are reading a WikiHow article. Identify what is relevant","WikiHow, Relevance, identify","$0.01","Tue Apr 20 14:28:11 PDT 2021","3","BatchId:317099;OriginalHitTemplateId:921587254;","3600","259200","Tue Apr 27 14:28:11 PDT 2021","","","39DD6S19JS938B46RVPHPT7II07EZO","A3I15XY22I464J","Submitted","Tue Apr 20 15:07:45 PDT 2021","Tue Apr 20 15:08:24 PDT 2021","Fri Apr 23 15:08:24 PDT 2021","","","","39","0% (0/0)","0% (0/0)","0% (0/0)","Take your temperature to see if you have a fever.","Treat Coronavirus","Take a Temperature","Treat a Fever","Take a Horse's Temperature","Act when You Have Fever","Tell if You Have a Fever","Take a Feeling Temperature","Get Rid of a Fever","Take a Temperature","Measure Temperature","React When You Have a Fever","Induce a Fever","0.65012324","0.6090715","0.68027234","0.7311406","0.69078207","0.6208831","0.7931596","0.62638724","0.62758255","0.67009103","0","https://www.wikihow.com/Treat-Coronavirus","https://www.wikihow.com/Take-a-Temperature","https://www.wikihow.com/Treat-a-Fever","https://www.wikihow.com/Take-a-Horse%27s-Temperature","https://www.wikihow.com/Act-when-You-Have-Fever","https://www.wikihow.com/Tell-if-You-Have-a-Fever","https://www.wikihow.com/Take-a-Feeling-Temperature","https://www.wikihow.com/Get-Rid-of-a-Fever","https://www.wikihow.com/Take-a-Temperature","https://www.wikihow.com/Measure-Temperature","https://www.wikihow.com/React-When-You-Have-a-Fever","https://www.wikihow.com/Induce-a-Fever","4","4","0","4","1","1","3","1","1","1","1"
"32W3UF2EZQJ6MWYAK9OUHPYQYT5C4Y","3SICSBU6Z1KR7OXV05TF920BWER0PJ","WikiHow Relevance","You will be given a scenario where you are reading a WikiHow article. Identify what is relevant","WikiHow, Relevance, identify","$0.01","Tue Apr 20 14:28:11 PDT 2021","3","BatchId:317099;OriginalHitTemplateId:921587254;","3600","259200","Tue Apr 27 14:28:11 PDT 2021","","","3TEM0PF1Q8V1EKKGR615DCMB0HND02","AQRNNY352G1HG","Submitted","Tue Apr 20 14:31:36 PDT 2021","Tue Apr 20 14:32:41 PDT 2021","Fri Apr 23 14:32:41 PDT 2021","","","","65","0% (0/0)","0% (0/0)","0% (0/0)","Take your temperature to see if you have a fever.","Treat Coronavirus","Take a Temperature","Treat a Fever","Take a Horse's Temperature","Act when You Have Fever","Tell if You Have a Fever","Take a Feeling Temperature","Get Rid of a Fever","Take a Temperature","Measure Temperature","React When You Have a Fever","Induce a Fever","0.65012324","0.6090715","0.68027234","0.7311406","0.69078207","0.6208831","0.7931596","0.62638724","0.62758255","0.67009103","0","https://www.wikihow.com/Treat-Coronavirus","https://www.wikihow.com/Take-a-Temperature","https://www.wikihow.com/Treat-a-Fever","https://www.wikihow.com/Take-a-Horse%27s-Temperature","https://www.wikihow.com/Act-when-You-Have-Fever","https://www.wikihow.com/Tell-if-You-Have-a-Fever","https://www.wikihow.com/Take-a-Feeling-Temperature","https://www.wikihow.com/Get-Rid-of-a-Fever","https://www.wikihow.com/Take-a-Temperature","https://www.wikihow.com/Measure-Temperature","https://www.wikihow.com/React-When-You-Have-a-Fever","https://www.wikihow.com/Induce-a-Fever","4","0","0","3","3","1","3","1","1","3","1"
"3UL5XDRDNEHM6CCXH2RZKV8L8YF58Q","3SICSBU6Z1KR7OXV05TF920BWER0PJ","WikiHow Relevance","You will be given a scenario where you are reading a WikiHow article. Identify what is relevant","WikiHow, Relevance, identify","$0.01","Tue Apr 20 14:28:11 PDT 2021","3","BatchId:317099;OriginalHitTemplateId:921587254;","3600","259200","Tue Apr 27 14:28:11 PDT 2021","","","32Z9ZLUT1OI3THH1FNM6UYXRQCWHO5","AQRNNY352G1HG","Submitted","Tue Apr 20 14:54:37 PDT 2021","Tue Apr 20 15:00:16 PDT 2021","Fri Apr 23 15:00:16 PDT 2021","","","","339","0% (0/0)","0% (0/0)","0% (0/0)","Keep your hands away from your eyes, nose, and mouth.","Prevent Coronavirus | wikiHow’s tips for staying healthy and avoiding getting sick","Stop Touching Your Face","Take Care of Your Eyes","Get Fish Smell off Your Hands","Get Rid of a Long‐Term Nose or Mouth Twitch","Hang a Spoon from Your Nose","Wiggle Your Nose","Wipe Your Nose on Your Hands","Blow Your Nose","Get Rid of Spectacle Marks on Your Nose","Take Care of Your Hands","Prevent Hand, Foot, and Mouth Disease","0.41320783","0.42563522","0.42158818","0.4215816","0.47456795","0.58195335","0.48276317","0.42968947","0.42803746","0.4154871","-1","https://www.wikihow.com/Prevent-Coronavirus","https://www.wikihow.com/Stop-Touching-Your-Face","https://www.wikihow.com/Take-Care-of-Your-Eyes","https://www.wikihow.com/Get-Fish-Smell-off-Your-Hands","https://www.wikihow.com/Get-Rid-of-a-Long%E2%80%90Term-Nose-or-Mouth-Twitch","https://www.wikihow.com/Hang-a-Spoon-from-Your-Nose","https://www.wikihow.com/Wiggle-Your-Nose","https://www.wikihow.com/Wipe-Your-Nose-on-Your-Hands","https://www.wikihow.com/Blow-Your-Nose","https://www.wikihow.com/Get-Rid-of-Spectacle-Marks-on-Your-Nose","https://www.wikihow.com/Take-Care-of-Your-Hands","https://www.wikihow.com/Prevent-Hand,-Foot,-and-Mouth-Disease","2","0","0","0","0","0","0","0","0","0","1"
"3UL5XDRDNEHM6CCXH2RZKV8L8YF58Q","3SICSBU6Z1KR7OXV05TF920BWER0PJ","WikiHow Relevance","You will be given a scenario where you are reading a WikiHow article. Identify what is relevant","WikiHow, Relevance, identify","$0.01","Tue Apr 20 14:28:11 PDT 2021","3","BatchId:317099;OriginalHitTemplateId:921587254;","3600","259200","Tue Apr 27 14:28:11 PDT 2021","","","3EFE17QCRF3IR99UM43FE37SN1ZHS2","A47NEII2D2F0O","Submitted","Tue Apr 20 15:15:48 PDT 2021","Tue Apr 20 15:16:37 PDT 2021","Fri Apr 23 15:16:37 PDT 2021","","","","49","0% (0/0)","0% (0/0)","0% (0/0)","Keep your hands away from your eyes, nose, and mouth.","Prevent Coronavirus | wikiHow’s tips for staying healthy and avoiding getting sick","Stop Touching Your Face","Take Care of Your Eyes","Get Fish Smell off Your Hands","Get Rid of a Long‐Term Nose or Mouth Twitch","Hang a Spoon from Your Nose","Wiggle Your Nose","Wipe Your Nose on Your Hands","Blow Your Nose","Get Rid of Spectacle Marks on Your Nose","Take Care of Your Hands","Prevent Hand, Foot, and Mouth Disease","0.41320783","0.42563522","0.42158818","0.4215816","0.47456795","0.58195335","0.48276317","0.42968947","0.42803746","0.4154871","-1","https://www.wikihow.com/Prevent-Coronavirus","https://www.wikihow.com/Stop-Touching-Your-Face","https://www.wikihow.com/Take-Care-of-Your-Eyes","https://www.wikihow.com/Get-Fish-Smell-off-Your-Hands","https://www.wikihow.com/Get-Rid-of-a-Long%E2%80%90Term-Nose-or-Mouth-Twitch","https://www.wikihow.com/Hang-a-Spoon-from-Your-Nose","https://www.wikihow.com/Wiggle-Your-Nose","https://www.wikihow.com/Wipe-Your-Nose-on-Your-Hands","https://www.wikihow.com/Blow-Your-Nose","https://www.wikihow.com/Get-Rid-of-Spectacle-Marks-on-Your-Nose","https://www.wikihow.com/Take-Care-of-Your-Hands","https://www.wikihow.com/Prevent-Hand,-Foot,-and-Mouth-Disease","4","1","4","4","0","0","0","2","0","0","1"
"3UZUVSO3P9T1NK7UM4ULT7FT5W3EMO","3SICSBU6Z1KR7OXV05TF920BWER0PJ","WikiHow Relevance","You will be given a scenario where you are reading a WikiHow article. Identify what is relevant","WikiHow, Relevance, identify","$0.01","Tue Apr 20 14:28:12 PDT 2021","3","BatchId:317099;OriginalHitTemplateId:921587254;","3600","259200","Tue Apr 27 14:28:12 PDT 2021","","","33SA9F9TR0SZEGZ1G85AQPD01Y3EWY","A3I15XY22I464J","Submitted","Tue Apr 20 15:05:11 PDT 2021","Tue Apr 20 15:06:09 PDT 2021","Fri Apr 23 15:06:09 PDT 2021","","","","58","0% (0/0)","0% (0/0)","0% (0/0)","Edit your photographs using professional editing software.","Take Professional Photos of Yourself","Edit Photos","Use PowerPoint as Image Editing Software","Edit Photos With GIMP","Edit a Photo Like a Pro","Edit Photos with Snapseed","Edit a Photo Fit for Print Using Photoshop","you edit your photos? | wikiHow Asks a Professional Photographer","Create Custom Gift Wrap Using Photo Editing Software","Choose Video Editing Software","Edit","Edit Photos","0.62810636","0.5799974","0.6993477","0.5550121","0.56682765","0.5734751","0.6828355","0.6273912","0.6386791","0.69080555","1","https://www.wikihow.com/Take-Professional-Photos-of-Yourself","https://www.wikihow.com/Edit-Photos","https://www.wikihow.com/Use-PowerPoint-as-Image-Editing-Software","https://www.wikihow.com/Edit-Photos-With-GIMP","https://www.wikihow.com/Edit-a-Photo-Like-a-Pro","https://www.wikihow.com/Edit-Photos-with-Snapseed","https://www.wikihow.com/Edit-a-Photo-Fit-for-Print-Using-Photoshop","https://www.wikihow.com/Improve-Digital-Photo-Quality-in-Photoshop","https://www.wikihow.com/Create-Custom-Gift-Wrap-Using-Photo-Editing-Software","https://www.wikihow.com/Choose-Video-Editing-Software","https://www.wikihow.com/Edit","https://www.wikihow.com/Edit-Photos","1","2","1","1","1","1","1","4","4","2","2"
"344M16OZKKD752SUY59L6M4TAMDENO","3SICSBU6Z1KR7OXV05TF920BWER0PJ","WikiHow Relevance","You will be given a scenario where you are reading a WikiHow article. Identify what is relevant","WikiHow, Relevance, identify","$0.01","Tue Apr 20 14:28:12 PDT 2021","3","BatchId:317099;OriginalHitTemplateId:921587254;","3600","259200","Tue Apr 27 14:28:12 PDT 2021","","","3XXU1SWE8PT3GDH47WA3NBE5FEQA0X","A47NEII2D2F0O","Submitted","Tue Apr 20 15:10:52 PDT 2021","Tue Apr 20 15:12:06 PDT 2021","Fri Apr 23 15:12:06 PDT 2021","","","","74","0% (0/0)","0% (0/0)","0% (0/0)","Apply acrylic paint opaquely or transparently over gold leaf for different effects.","Paint Gold","Acrylic Paint","Remove Acrylic Paint","Paint Acrylic on Canvas","Dispose of Acrylic Paint","Make Acrylic Paint","Clean an Acrylic Painting","Paint Acrylic Clouds","Paint With Acrylics","Clean Acrylic","Acrylic Paint","Thin Acrylic Paint","0.51851285","0.52050877","0.5105864","0.5294113","0.53931475","0.52539605","0.53163135","0.5285198","0.55057245","0.52345824","0","https://www.wikihow.com/Paint-Gold","https://www.wikihow.com/Acrylic-Paint","https://www.wikihow.com/Remove-Acrylic-Paint","https://www.wikihow.com/Paint-Acrylic-on-Canvas","https://www.wikihow.com/Dispose-of-Acrylic-Paint","https://www.wikihow.com/Make-Acrylic-Paint","https://www.wikihow.com/Clean-an-Acrylic-Painting","https://www.wikihow.com/Paint-Acrylic-Clouds","https://www.wikihow.com/Paint-With-Acrylics","https://www.wikihow.com/Clean-Acrylic","https://www.wikihow.com/Acrylic-Paint","https://www.wikihow.com/Thin-Acrylic-Paint","4","4","2","4","4","4","2","4","4","4","4"
"3GS542CVJXLMKHV7MUXDKR3WS4X59F","3SICSBU6Z1KR7OXV05TF920BWER0PJ","WikiHow Relevance","You will be given a scenario where you are reading a WikiHow article. Identify what is relevant","WikiHow, Relevance, identify","$0.01","Tue Apr 20 14:28:12 PDT 2021","3","BatchId:317099;OriginalHitTemplateId:921587254;","3600","259200","Tue Apr 27 14:28:12 PDT 2021","","","3AAJC4I4FJQBJRQY5W08M9KAN83JZE","A47NEII2D2F0O","Submitted","Tue Apr 20 15:13:22 PDT 2021","Tue Apr 20 15:14:06 PDT 2021","Fri Apr 23 15:14:06 PDT 2021","","","","44","0% (0/0)","0% (0/0)","0% (0/0)","Paint with oil on top of gold leaf if you want rich colors.","Paint Gold","Oil Paint","Thin Oil Paint","Oil Paint on Canvas","Match Paint Colors","Make Oil Paint","Make Paint Colors","Mix Gold Color","Oil Paint Faces","Oil Paint","Paint Gold","Spray Paint with Gold","0.58592427","0.60790575","0.5573395","0.62782073","0.58400035","0.57077396","0.56487924","0.65870255","0.6889204","0.6272202","1","https://www.wikihow.com/Paint-Gold","https://www.wikihow.com/Oil-Paint","https://www.wikihow.com/Thin-Oil-Paint","https://www.wikihow.com/Oil-Paint-on-Canvas","https://www.wikihow.com/Match-Paint-Colors","https://www.wikihow.com/Make-Oil-Paint","https://www.wikihow.com/Make-Paint-Colors","https://www.wikihow.com/Mix-Gold-Color","https://www.wikihow.com/Oil-Paint-Faces","https://www.wikihow.com/Oil-Paint","https://www.wikihow.com/Paint-Gold","https://www.wikihow.com/Spray-Paint-with-Gold","0","2","4","4","0","4","2","4","4","2","4"
"3NSCTNUR21L0P05CE0BDGMEGYMF5AU","3SICSBU6Z1KR7OXV05TF920BWER0PJ","WikiHow Relevance","You will be given a scenario where you are reading a WikiHow article. Identify what is relevant","WikiHow, Relevance, identify","$0.01","Tue Apr 20 14:28:12 PDT 2021","3","BatchId:317099;OriginalHitTemplateId:921587254;","3600","259200","Tue Apr 27 14:28:12 PDT 2021","","","3LBXNTKX0UTX8KDAI2LA0UQWJ3T9XC","AQRNNY352G1HG","Submitted","Tue Apr 20 14:36:11 PDT 2021","Tue Apr 20 14:39:00 PDT 2021","Fri Apr 23 14:39:00 PDT 2021","","","","169","0% (0/0)","0% (0/0)","0% (0/0)","Apply your foundation.","Do a St. Patrick's Day Makeup Look","Apply Foundation","Apply Stick Foundation","Apply Cream Foundation","Apply Powder Foundation","Apply Even Foundation","Apply a Full Coverage Foundation","Apply Foundation and Powder","Apply Foundation Primer","Apply Mousse Foundation","Apply Foundation","Establish a Foundation","0.7566794","0.7096549","0.6847383","0.77778447","0.66806436","0.65156245","0.72544086","0.655984","0.87239766","0.6450512","0","https://www.wikihow.com/Do-a-St.-Patrick%27s-Day-Makeup-Look","https://www.wikihow.com/Apply-Foundation","https://www.wikihow.com/Apply-Stick-Foundation","https://www.wikihow.com/Apply-Cream-Foundation","https://www.wikihow.com/Apply-Powder-Foundation","https://www.wikihow.com/Apply-Even-Foundation","https://www.wikihow.com/Apply-a-Full-Coverage-Foundation","https://www.wikihow.com/Apply-Foundation-and-Powder","https://www.wikihow.com/Apply-Foundation-Primer","https://www.wikihow.com/Apply-Mousse-Foundation","https://www.wikihow.com/Apply-Foundation","https://www.wikihow.com/Establish-a-Foundation","1","1","1","1","1","1","1","1","1","1","1"
"37VHPF5VYE175XLCWCE7Y1EV0F1C85","3SICSBU6Z1KR7OXV05TF920BWER0PJ","WikiHow Relevance","You will be given a scenario where you are reading a WikiHow article. Identify what is relevant","WikiHow, Relevance, identify","$0.01","Tue Apr 20 14:28:23 PDT 2021","3","BatchId:317099;OriginalHitTemplateId:921587254;","3600","259200","Tue Apr 27 14:28:23 PDT 2021","","","35GMH2SV3HFR97QZPME09V0EYW4OEW","A47NEII2D2F0O","Submitted","Tue Apr 20 15:15:23 PDT 2021","Tue Apr 20 15:15:46 PDT 2021","Fri Apr 23 15:15:46 PDT 2021","","","","23","0% (0/0)","0% (0/0)","0% (0/0)","Weave the needle back and forth through both torn edges in a zig-zag pattern.","Repair a Luggage Tear","Sew","Pin a Pattern","Thread a Needle","Sew a Knitting Needle Roll Up","Knit a Zig Zag Pattern","Make a Cross Stitch Pattern","Do a Zigzag Stitch by Hand","Knit a Zig Zag Blanket","Backstitch Curves in Cross Stitch","Zigzag Stitch","Zigzag Edges","0.38286647","0.39042038","0.41267294","0.52957064","0.44070414","0.41037637","0.40787578","0.40927258","0.4556685","0.53859353","-1","https://www.wikihow.com/Repair-a-Luggage-Tear","https://www.wikihow.com/Sew","https://www.wikihow.com/Pin-a-Pattern","https://www.wikihow.com/Thread-a-Needle","https://www.wikihow.com/Sew-a-Knitting-Needle-Roll-Up","https://www.wikihow.com/Knit-a-Zig-Zag-Pattern","https://www.wikihow.com/Make-a-Cross-Stitch-Pattern","https://www.wikihow.com/Do-a-Zigzag-Stitch-by-Hand","https://www.wikihow.com/Knit-a-Zig-Zag-Blanket","https://www.wikihow.com/Backstitch-Curves-in-Cross-Stitch","https://www.wikihow.com/Zigzag-Stitch","https://www.wikihow.com/Zigzag-Edges","3","1","3","3","1","3","1","1","3","1","2"
"37VHPF5VYE175XLCWCE7Y1EV0F1C85","3SICSBU6Z1KR7OXV05TF920BWER0PJ","WikiHow Relevance","You will be given a scenario where you are reading a WikiHow article. Identify what is relevant","WikiHow, Relevance, identify","$0.01","Tue Apr 20 14:28:23 PDT 2021","3","BatchId:317099;OriginalHitTemplateId:921587254;","3600","259200","Tue Apr 27 14:28:23 PDT 2021","","","39ZSFO5CABUUXSWOZ9105H5VLQOJUP","AQRNNY352G1HG","Submitted","Tue Apr 20 14:39:03 PDT 2021","Tue Apr 20 14:40:44 PDT 2021","Fri Apr 23 14:40:44 PDT 2021","","","","101","0% (0/0)","0% (0/0)","0% (0/0)","Weave the needle back and forth through both torn edges in a zig-zag pattern.","Repair a Luggage Tear","Sew","Pin a Pattern","Thread a Needle","Sew a Knitting Needle Roll Up","Knit a Zig Zag Pattern","Make a Cross Stitch Pattern","Do a Zigzag Stitch by Hand","Knit a Zig Zag Blanket","Backstitch Curves in Cross Stitch","Zigzag Stitch","Zigzag Edges","0.38286647","0.39042038","0.41267294","0.52957064","0.44070414","0.41037637","0.40787578","0.40927258","0.4556685","0.53859353","-1","https://www.wikihow.com/Repair-a-Luggage-Tear","https://www.wikihow.com/Sew","https://www.wikihow.com/Pin-a-Pattern","https://www.wikihow.com/Thread-a-Needle","https://www.wikihow.com/Sew-a-Knitting-Needle-Roll-Up","https://www.wikihow.com/Knit-a-Zig-Zag-Pattern","https://www.wikihow.com/Make-a-Cross-Stitch-Pattern","https://www.wikihow.com/Do-a-Zigzag-Stitch-by-Hand","https://www.wikihow.com/Knit-a-Zig-Zag-Blanket","https://www.wikihow.com/Backstitch-Curves-in-Cross-Stitch","https://www.wikihow.com/Zigzag-Stitch","https://www.wikihow.com/Zigzag-Edges","2","1","1","0","1","3","1","3","3","1","1"
